Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
24091.7,0.026219,1.763361,-0.591057,-1.529254,-0.002801,0.689699,-0.238651,0.110093,0.266753,0.550707,0.089878,0.028683,-0.672789,-0.911465,0.713566,0.145946,0.065184,-0.464369,0.726846,0.569683,0.993499,-0.758381,0.583753,0.786934,-2.102920,-0.082639,-1.227652,-0.504375,44.27,0
24112.1,0.698228,0.631870,0.105498,-0.539620,0.662369,-0.799496,-0.226439,0.204260,1.289087,-0.299029,-0.510958,-2.558043,-0.200646,0.786499,1.342176,1.104562,2.407540,1.991183,0.586465,-0.437103,-0.638195,2.161330,-0.138423,-0.742397,0.645800,0.652587,-0.684785,-1.306369,8.23,0
24127.5,0.484007,1.618821,-0.925061,-2.766905,1.385538,-0.638708,-1.421168,-0.374224,-0.271515,-0.284470,-0.902976,2.190068,-0.351380,-0.532483,0.818860,-1.667124,-0.786891,-1.983263,-1.051651,-2.006267,-1.765429,-1.198498,0.135466,-0.390073,-0.937660,-0.527250,0.799657,-0.856514,25.15,0
24147.0,0.914001,0.278578,0.356035,1.801534,1.145640,-0.802635,1.751969,1.532965,0.336687,0.710165,1.614226,-0.439802,0.752017,0.455375,2.247406,-0.542682,-0.649990,-0.845841,0.034666,2.301707,1.439325,-0.150435,-0.624544,-1.082399,0.452514,0.167656,-0.309228,0.468510,207.77,0
24169.9,-0.404627,0.655614,-0.124335,-0.477648,0.941152,1.260849,-0.600318,1.173779,0.501134,0.456529,-0.781451,0.614728,-0.172674,0.475199,0.118277,0.691244,-0.745257,0.239299,1.649403,-0.091120,-0.400148,-1.230079,0.466155,0.178134,1.664150,1.333638,0.007475,0.599748,10.60,0
24175.1,-0.218494,2.235180,0.384742,-0.778732,-0.688908,-1.182223,-0.281331,-0.421525,-1.035219,-0.562990,-1.018576,-1.696005,1.003578,0.434728,0.621888,0.533102,0.095491,1.312116,0.236670,-0.165233,-0.436862,-0.538069,-1.062125,1.171905,-1.313313,-0.283512,3.227555,0.586717,25.88,0
24177.0,0.104943,0.022393,-0.865960,-0.523633,-1.314349,-0.345703,-0.193682,-0.616041,2.089790,-0.378570,0.968082,0.578777,0.587781,-0.153064,0.250948,-0.785211,0.146231,-1.895804,0.024354,0.313329,-0.518691,0.743124,0.541019,-1.175070,-0.593914,-0.879622,0.490924,0.063835,15.06,0
24194.5,-0.322774,0.319358,1.054688,-2.958389,-1.484391,-1.156037,0.969341,0.156514,0.255388,1.147274,-0.821205,-0.446230,-0.770772,0.963686,-0.350373,-0.234748,-1.264740,1.446981,-1.489765,0.648878,-1.026532,1.805891,0.749662,-0.169698,-1.161027,0.280877,0.457395,-1.649586,13.35,0
24216.5,-1.241579,-1.284854,-0.108862,-2.029334,1.561233,-0.066195,-0.294031,-0.548013,0.976029,0.543985,-0.485806,-0.505608,-1.728061,0.102952,1.189383,1.126339,1.787941,1.870231,0.421485,0.799713,-0.482596,-0.095477,-0.959046,-1.266083,-0.358244,-0.344970,-0.085965,-1.112421,5.49,0
24219.9,1.981513,-0.031289,-0.292584,0.724866,-1.713984,0.346012,0.057024,-0.189731,-0.036472,1.465337,1.784340,2.127922,-1.606256,-1.299594,-0.176383,0.403648,-0.444753,0.714547,-0.498033,0.684918,1.289981,-0.124223,0.924217,-0.127271,-0.300133,-0.204207,-1.928592,-0.962127,4.15,0
24237.7,-0.474822,1.358348,-0.488813,1.206577,0.795099,1.445469,-1.320161,1.334417,-0.661053,0.358006,1.134245,-0.789061,0.998834,-2.242567,-0.107352,-1.774754,1.757015,-0.265215,-0.514575,-0.978929,-1.355843,0.937723,-1.549177,0.135974,0.821905,-1.179664,1.088049,2.379242,57.75,0
24255.7,0.812240,-0.439468,-0.435056,-0.164130,0.652414,0.703223,1.056225,0.405875,-1.015776,-0.334729,-0.700449,1.327017,-1.159947,-1.144571,0.444348,0.140714,0.361047,0.431184,1.263546,1.183002,-0.585419,0.345583,1.206242,-0.789098,-1.359195,1.682964,1.111946,0.008544,32.51,0
24281.6,-1.906624,-0.059138,0.505675,1.701186,-0.594995,0.259240,-0.433381,-0.643645,0.717724,0.830228,0.058860,-0.086307,-1.401736,-2.608307,0.285079,-0.438962,0.510158,1.649201,0.945387,1.040508,0.563826,0.212874,0.983998,-1.155930,1.813977,0.503470,0.687804,-0.738536,16.25,0
24304.8,-0.505211,0.523319,0.058250,-0.909949,-0.331984,1.142206,-0.462623,0.925908,2.249569,-0.716535,-1.044358,-0.380057,0.165439,0.444795,-1.249303,-0.071159,0.671482,-0.299296,-0.930367,0.888113,0.437729,0.365644,-0.670437,-2.236978,-0.818537,0.484375,-1.654744,-0.218725,14.72,0
24323.3,0.140759,0.514427,1.387158,0.956419,-1.651466,-0.560569,0.075777,0.022712,-2.011876,-0.150665,1.343621,0.779650,1.505262,-1.124067,-0.402687,0.669172,0.572056,-1.381843,1.945900,-1.457207,0.009891,-0.459978,0.998769,0.763156,1.493484,-0.356970,-0.492998,1.901927,2.60,0
24326.0,-0.156644,1.538109,-0.520672,0.799614,-1.056969,0.177976,-1.008118,0.853138,-0.137377,-0.554475,0.327881,1.045445,0.918618,0.696629,-0.000376,-0.297205,-0.324225,0.899324,1.510139,-0.272986,2.006881,1.936050,-0.919623,0.335245,1.807906,-0.234275,-0.111142,-0.605702,6.85,0
24331.7,0.424225,-0.109948,0.862062,-0.046986,1.468881,-0.110523,0.632407,1.677268,0.902069,-0.255197,1.166436,0.684631,-1.022358,-0.962551,0.197426,0.310450,0.486190,0.223991,0.592410,-0.042301,0.001628,-0.132313,0.373483,-1.331261,-0.287776,-0.628096,1.717628,0.625072,16.50,0
24333.6,-0.158631,-0.472031,0.169949,-1.162786,0.091295,-1.534937,0.395299,-0.002857,1.215827,0.646617,1.875978,1.648197,0.100056,-0.993145,0.856941,0.266878,-0.184690,-0.248575,-1.612738,-0.959271,0.993966,-0.736744,-0.747817,0.539710,1.249935,0.164841,-0.563418,-0.394235,32.04,0
24347.7,-1.838597,-0.342334,1.358183,-0.912577,0.911299,0.046766,0.189807,0.835987,-1.233414,-0.225699,1.048648,-0.503754,1.350902,-0.022478,-0.166628,-1.056701,-1.729785,0.413547,-0.272956,0.636717,-0.808569,1.076802,0.664078,1.110045,-0.029093,0.733222,1.823887,0.899543,46.95,0
24355.2,-1.314552,-0.743970,0.254519,-0.267138,0.233658,0.121319,-1.505043,-0.087885,-1.475663,0.325072,0.426344,0.403113,0.743267,1.227642,-0.082624,0.790824,-0.741492,-0.366022,-1.731686,0.513750,0.357132,-1.186435,-1.731744,-0.277152,-1.098539,0.851225,0.598195,-0.620821,11.54,0
24366.5,-0.019604,-0.441535,1.070650,1.176733,-0.698121,0.089758,0.103228,-0.409515,0.121837,1.231631,-1.634838,0.639283,-0.256926,-0.422988,0.069670,-0.685965,-0.710465,-0.523583,-1.521113,1.683995,-0.366699,-0.429198,-0.662764,1.119732,0.521283,0.441190,1.201544,2.279413,8.45,0
24373.4,1.080912,-0.259214,1.931149,0.323181,-0.529282,-0.448435,-0.812474,0.587699,1.083906,0.358730,2.382449,-0.476947,-1.698989,-0.712085,1.252622,0.764493,-1.563299,-1.903434,-0.559279,-0.177863,1.182743,-0.513157,1.656405,0.963576,0.545962,2.169750,-0.463034,0.976663,28.84,0
24392.8,0.273223,0.018742,-0.919489,-0.054567,-0.313147,-0.719750,1.767945,1.958027,-0.859792,1.481981,-0.393013,-0.443537,-2.317422,0.449938,0.050728,-2.281222,-0.927786,-1.818472,0.319532,0.648647,-0.512333,-0.017387,0.642917,-0.462275,-1.309162,1.530870,0.415499,-0.035698,53.17,0
24411.1,-0.223039,-0.307778,-0.100226,1.661109,0.028806,0.778290,-0.405666,0.804547,0.516920,0.010729,0.244551,0.304387,-1.129690,-1.022366,-2.516151,-0.337733,-0.133475,0.439545,2.351049,1.271464,1.977909,-0.512610,0.039531,1.269587,-1.565975,-0.201835,1.277427,0.192470,3.36,0
24429.0,0.555795,-1.758449,-1.012074,0.698478,-0.193214,-0.555670,0.801257,1.347776,-0.334477,0.112486,1.341527,-0.628435,-2.434506,-1.730191,-0.702329,0.084890,-0.303030,-0.776801,-0.347762,-0.537496,-0.681593,-1.164689,-1.360997,-0.878473,0.442494,0.542616,-0.320314,0.562258,6.13,0
24437.0,-0.703105,0.321987,-0.641309,0.304071,1.052302,0.428426,-0.504272,0.941502,-0.172965,0.665485,1.030446,0.620869,0.159212,0.358474,-0.314004,-2.170564,-1.207915,2.181505,-0.203061,-0.597488,0.710402,-0.589660,-0.306706,0.648952,1.469942,1.079666,1.508742,-0.629888,23.50,0
24461.8,1.055783,1.535429,-1.475309,-1.013400,2.602234,0.225273,0.653154,-1.473744,0.555173,0.195088,1.177291,-0.109032,0.259499,-1.285129,1.277497,-0.320717,0.503032,-1.802341,-0.850693,-0.956012,-0.247303,-0.990780,-1.002966,0.849655,0.250496,0.022946,-0.614402,-0.674615,7.35,0
24490.5,0.607181,0.123709,0.796533,3.211868,0.610931,0.463027,0.423195,-0.147880,1.106240,-2.043595,0.111951,1.079650,-0.576063,0.145969,1.331616,-0.819395,0.241281,-0.184508,2.068436,-0.272559,-0.603279,-0.704415,0.567250,1.271307,0.032108,-0.091156,1.221222,-0.443999,12.90,0
24506.1,1.080703,-0.499893,-2.026596,-1.210558,0.031245,-0.221590,-0.495803,0.608765,0.617897,-0.565607,0.054380,-1.215039,-0.575939,-0.636821,0.130664,-1.169172,0.089407,0.068861,-1.677573,-0.129192,0.234932,-1.090014,0.668459,-1.549963,0.230177,-0.329254,-0.323927,-0.958469,24.97,0
24524.1,0.440854,1.343268,-1.223277,-0.695910,-0.975833,0.728230,-0.393051,-0.763080,-1.007045,0.142109,0.013692,0.151258,-1.973993,-1.927101,-0.982668,-0.554704,-0.290187,-0.355871,0.694958,0.521618,1.309874,-0.048487,0.226216,-2.089331,-0.360041,1.062942,0.919223,-0.333572,67.89,0
24527.6,0.144920,-0.797369,-0.812529,0.529190,1.239325,-0.295099,0.317112,-0.600603,-0.913115,0.339953,0.031686,0.374138,0.488240,-0.051422,1.744039,-0.478600,-1.241357,1.337758,0.544572,-0.032295,1.053752,0.502887,-1.056898,0.495090,-0.597396,0.034985,-0.629162,0.417429,36.61,0
24537.7,0.140123,-0.187753,-0.986005,-1.511881,-0.631585,-0.234915,0.585078,0.530522,-0.186529,-0.324400,0.373290,0.194842,-0.016228,-0.304563,0.957518,0.539527,-0.264111,0.726370,-3.040489,-1.205988,-0.503455,-1.195102,1.094516,0.758749,0.781762,-1.932366,0.441960,1.092503,1.58,0
24554.1,0.308320,-1.635170,-0.225014,-0.012630,-1.325547,0.016227,-1.394591,0.345555,-0.516400,0.600525,0.538703,1.441398,0.413931,0.685917,-0.668687,-1.350977,0.570604,0.229058,-0.339198,-0.337168,-0.739507,1.613306,-0.267472,0.984464,-0.416544,-0.329674,0.744191,-0.876737,52.28,0
24559.0,0.231420,-1.536120,-0.226802,-1.195833,-0.209939,0.086690,1.733477,-1.640081,0.108004,1.872485,-0.527024,1.537017,-0.779255,1.066826,1.919821,-0.677734,0.588760,0.178287,0.159151,-0.125752,0.362890,1.144442,0.993121,-0.016777,0.735034,-0.923298,1.228650,-0.345475,4.58,0
24571.9,-1.909587,1.826572,-0.162453,-0.786974,0.382553,-0.289843,1.464382,-1.457450,0.391935,-1.034705,0.772445,0.279362,-0.425091,0.818076,1.122467,-0.862991,1.058391,1.835085,1.677377,0.189402,1.235087,0.164433,0.160843,-0.500740,-0.228581,-0.514485,0.174915,-0.047257,31.58,0
24586.3,-1.049248,-1.234218,-1.327301,-0.452278,-1.246465,0.665659,0.403051,1.311036,1.461060,1.990784,0.870840,0.827538,1.112381,0.846117,0.689003,2.360389,0.783329,-1.675710,0.320462,-2.146509,-0.117519,-0.556778,0.279194,0.481844,-0.184642,0.513167,1.543170,0.742858,15.86,0
24593.1,-0.254173,-0.324617,0.061922,-1.323187,-1.034112,-0.701526,-1.485729,-2.677220,0.782095,1.305201,0.223717,0.581571,0.785905,-0.314386,0.079613,-2.933027,0.968142,0.903001,-0.286616,0.103785,-0.452775,-1.643348,-0.455761,0.331038,0.418633,-0.244741,-0.676036,-0.851171,43.07,0
24621.5,0.678358,0.376752,-0.981083,-1.589992,-0.024504,0.529854,-1.568181,0.217396,2.135352,-2.181684,1.875951,-1.221615,-1.998788,-2.325829,0.553524,-1.628747,0.314845,0.534671,-0.837957,1.262900,-0.243131,0.074893,-1.201522,0.063336,0.496410,-1.356619,-1.727878,-0.269871,16.87,0
24628.6,0.023164,-2.094390,1.009038,-0.063402,1.444742,0.040236,-0.059623,-0.019678,1.101698,-0.351020,1.591116,-0.463072,-1.245625,1.142994,0.899302,-0.265571,-2.153706,-0.255726,1.547740,-0.449981,0.742520,-0.460122,0.385660,-0.603631,-0.351004,0.616310,0.404334,1.655362,24.34,0
24636.3,1.337577,-0.066662,1.690915,-0.425646,1.005896,0.369434,-0.175731,-1.497338,-1.637259,0.436891,0.580520,-0.180810,1.933962,-0.778219,1.203320,1.127135,0.906070,-0.645495,-0.391637,-0.427613,-1.988679,-0.523438,0.274871,-0.892077,0.784684,1.234683,0.024469,-0.890826,4.77,0
24644.1,0.235722,0.329764,0.912197,-1.237647,0.339285,-0.128064,-1.345021,0.472736,-0.496225,0.864367,-0.808196,0.209546,0.006746,0.487087,0.846397,-0.700937,-0.277797,0.792399,-0.632807,-1.648084,0.321784,-1.247034,1.516232,0.414348,1.475393,-0.487635,-1.160087,0.086162,20.93,0
24668.5,1.302782,-0.130177,0.986952,1.127287,-0.339334,-2.746722,0.693420,0.042346,-0.694402,2.022214,-2.674433,0.341000,0.287727,-1.539938,0.047743,-0.185909,0.501490,-1.291548,0.596099,1.627421,0.303030,2.375804,0.598014,-0.254451,-0.462138,0.497254,0.351771,-0.670613,34.63,0
24696.5,0.068946,-0.231886,0.197291,-1.249714,-1.967769,-0.184262,1.054169,-0.682395,0.165420,-1.237154,-0.385139,-1.231740,1.111565,-0.077132,0.404020,0.476837,-1.765465,-1.018897,-0.280033,0.033632,-1.837846,-1.173417,0.165982,1.790236,-1.003748,-1.645272,-1.617617,1.236858,8.05,0
24709.6,-0.568852,0.337663,0.686972,0.177814,0.912195,0.385141,1.186763,0.534958,-0.046663,0.998018,1.403733,0.351652,-0.775401,-2.312951,-0.002641,-1.936794,0.336363,-0.723411,-0.054940,0.360295,-0.396356,-0.117067,0.614535,0.481592,0.869534,1.501957,0.408065,0.804446,18.45,0
24713.1,1.118380,0.336102,-0.442394,0.722296,0.111147,-0.144644,0.857462,1.377055,2.041684,-1.000369,0.655458,1.386044,0.287269,-0.511837,-0.738726,-1.775422,0.855310,1.511230,-0.295929,-2.306696,-0.371174,-0.644008,1.029765,-1.163885,0.066491,0.368741,-1.901305,1.653034,10.47,0
24727.3,0.297614,-1.033492,-1.093614,0.243558,-0.679687,-0.979978,-0.036461,0.229177,0.854925,2.108487,2.141074,-0.656576,-1.064868,1.898332,-0.383174,1.644294,0.908533,0.365815,-0.752994,-0.184474,-1.501826,-1.980338,0.262827,-1.319448,-1.053312,0.067978,-0.688356,2.660972,93.72,0
24744.4,-0.649924,0.080912,0.103095,-0.881673,0.051941,-1.347259,2.589017,-1.551474,0.356674,-0.226497,0.254044,0.020553,0.661171,-0.914312,0.174101,2.040877,1.207331,-0.060782,1.611563,-0.199369,0.412565,1.367329,1.125264,0.535550,-0.135088,-0.281832,0.544962,-0.338426,3.06,0
24763.4,-0.272038,-0.526154,0.761617,-0.131446,-0.245127,0.928060,-0.498300,-0.783141,1.676930,-0.340869,2.065448,-1.271387,-2.076182,0.766858,-0.484688,-1.840074,-0.445961,1.729401,0.655134,-1.476932,-1.780256,0.460519,-0.210686,0.060345,1.140139,-0.577252,-1.630095,0.536954,35.82,0
24764.0,0.821378,0.777247,-0.952900,-0.781042,0.557075,0.946033,1.102517,0.655785,-0.653896,1.456773,1.189606,-1.498511,0.069567,0.235603,-1.979079,0.095314,-0.242764,0.009540,1.065859,0.501448,2.144047,1.121490,2.000344,-0.754801,0.365363,1.750914,1.715894,-0.395191,4.89,0
24766.7,0.503757,-0.349531,-0.423984,-1.625097,-0.119240,-1.363059,0.371625,0.974118,0.500900,-1.647013,0.548922,-0.620790,-0.634314,0.050823,-2.004207,-0.529525,-0.238595,-0.000069,1.583903,-1.235152,-0.946078,1.222278,0.733134,0.281618,0.501758,1.183915,0.528845,0.247105,37.01,0
24775.8,-0.832608,0.626463,1.250203,-0.774852,-0.228788,-0.018834,1.142265,-0.206595,-0.646278,-0.449615,-0.523278,-0.461519,0.927543,-0.046901,0.238147,1.009233,0.956174,-0.785703,0.397754,-1.163502,-0.476249,1.374804,-0.376284,-1.588757,-1.380337,0.046271,0.458233,-0.002415,10.59,0
24794.7,-0.211068,-1.175949,-1.142422,2.405826,0.002959,1.798949,1.637561,1.056428,3.412145,-2.970391,1.065817,-4.741551,-1.556023,-1.324851,-0.906199,-0.512836,-4.057819,3.514441,2.314290,1.664408,-0.608257,0.702484,-2.630851,0.804057,-1.320827,-1.070106,2.495805,2.985890,1467.36,1
24796.6,-0.390184,0.647389,-0.100319,-0.490171,0.943625,1.417173,0.587686,-0.155743,-0.098045,0.813988,0.329764,-1.789891,1.264865,-0.602348,0.002810,0.163985,-1.113836,-0.581443,-0.843163,1.527100,-1.057541,0.205775,0.074758,0.966923,-0.603945,-1.050648,-2.336028,-0.985483,13.40,0
24803.1,-1.365710,0.682807,-3.368973,3.864833,2.302379,0.188821,1.953994,-3.254898,-1.626537,-3.485569,4.862776,-2.116027,-0.287157,-6.089691,-0.039559,0.257913,-5.194388,0.723485,-0.694414,-1.223476,-0.011884,2.260730,0.252484,0.557384,1.334977,-0.490594,-1.104078,1.925171,1060.01,1
24805.7,-1.640418,-0.779901,-1.851650,-0.447533,-0.060355,-0.255788,1.271540,1.419923,0.093649,0.934308,1.357428,0.577723,0.298954,-2.029902,1.417440,-0.071863,0.518263,1.294317,1.455502,-0.734565,-0.449598,0.617851,1.104941,-0.257285,-0.941918,-1.507456,-0.073210,0.904130,44.45,0
24824.1,1.227200,1.947251,2.409845,1.050579,-1.801926,-0.476177,-0.310118,0.593776,-1.028630,-1.326273,-0.009023,1.514068,0.462120,-0.077774,0.387455,0.817350,-1.553073,-0.271740,-0.745233,-0.581126,-0.934245,1.579506,0.386476,1.063380,-0.916408,-0.675306,-1.161439,-0.289464,20.74,0
24836.5,-2.245054,-1.132711,1.010259,-0.769968,-0.189583,0.827809,-1.747832,0.279396,1.237955,0.716426,1.699978,-0.062874,-0.299421,1.071367,1.795633,-1.386011,-0.977230,0.236898,-1.412740,-0.186737,-0.496826,0.762914,-0.263985,-1.465153,-0.672982,1.637454,0.527766,-0.623243,66.01,0
24841.9,-0.274420,0.310587,1.558197,-0.401803,-0.414443,0.856134,-0.319698,0.055210,1.237010,0.725742,1.180507,-2.651686,0.532436,0.861012,0.051940,-1.288323,0.298459,0.167200,-0.736350,0.809706,0.202044,-0.531959,0.852450,0.248168,-1.476219,1.100481,-1.496118,0.793739,4.07,0
24854.5,-0.553461,-1.306577,-0.616219,-0.262659,0.613138,0.975022,-0.882021,1.629896,0.297227,1.175828,-0.108617,-0.705452,-0.443876,-0.643779,0.003654,0.579686,0.709002,-0.963838,1.381047,-0.638807,-2.344081,-0.025025,-1.130870,-1.206982,1.689462,-0.658796,-0.796641,0.377095,5.61,0
24882.0,0.202378,0.045190,0.718883,1.011423,0.245879,0.140093,0.168278,0.582287,-0.893397,0.504878,1.082851,0.687533,-1.195339,-0.061109,-0.640075,0.428905,-0.771555,-2.104601,-0.332211,-0.183582,0.548835,-0.094441,-1.153387,0.042185,-0.071982,0.043190,0.897148,-1.035751,3.35,0
24893.0,1.037526,1.508863,-0.847036,-0.424220,0.202688,0.641968,-0.622462,1.172119,2.126097,-1.719419,1.201066,0.593376,1.088326,-1.245379,0.813510,-0.530372,-0.328043,1.324910,0.157455,-0.673238,1.829844,0.288409,1.591181,0.499943,0.223272,-0.202626,-1.552524,0.631356,67.38,0
24894.0,2.191551,-0.129550,-0.047998,0.496734,-0.005767,-0.138270,-1.882570,-0.580467,0.679713,2.195060,0.687889,-0.174602,1.219237,-1.535769,0.200774,1.336043,-0.334555,0.324958,-0.384452,0.024129,1.644821,0.311844,-0.713789,-0.833912,0.375636,0.289818,-0.306417,1.595564,14.78,0
24914.8,0.565883,-0.316591,-0.297810,-1.467254,1.783930,-1.716170,0.836478,0.898235,1.791773,0.366781,-0.346927,1.355748,1.605859,-2.418561,0.203443,0.922330,1.285826,-0.691451,0.373304,-0.039290,1.238063,0.548587,0.590359,-1.721207,-0.118363,1.498210,-0.202394,-0.902500,0.82,0
24925.2,0.392976,-0.144949,-0.855912,-0.418374,-1.049221,-0.487895,-1.331672,2.196681,1.691443,-2.048573,-0.945443,1.130811,-0.706740,-0.319629,1.380206,1.845853,0.276653,0.007865,0.083286,-1.181936,-0.028825,-0.049607,-0.719124,0.223505,-0.028406,-1.059141,1.375934,-1.953623,3.98,0
24940.0,0.177155,0.226233,0.759772,0.303403,-0.767180,0.351561,-1.365248,1.954267,-0.626247,-2.295326,-1.819790,-0.197620,0.567890,1.264385,1.373112,-0.420230,0.285170,-0.764609,0.356638,0.241155,-1.141476,1.630871,-1.354638,0.018065,0.433107,0.548087,0.968022,-1.064012,482.18,0
24954.3,-1.099031,1.033487,-0.335755,-0.439223,0.102316,1.683240,2.993615,-0.705168,0.033376,-0.644342,-2.011237,-0.818958,-0.732163,-1.272758,-0.559553,0.962878,-0.359770,0.411459,-0.383494,1.082977,1.175620,0.300449,-0.492126,-1.442755,-0.497895,0.173404,1.452152,-1.446778,14.00,0
24959.4,-0.448015,1.197683,1.029771,1.535646,0.046891,-0.591257,0.241387,0.249083,0.474115,-0.492173,-1.083679,-0.203154,1.229375,-0.876615,1.600265,1.860732,0.239256,-0.301191,0.815867,-0.626483,-0.844279,0.436624,0.044249,-0.242297,-1.745472,-0.335584,1.624695,-0.227546,12.74,0
24966.2,1.028958,-1.518565,1.677360,1.593529,-0.130376,0.783283,0.190937,0.931288,1.199530,0.334057,0.548522,-1.212416,0.602304,-1.751068,1.273500,0.335739,-0.167818,0.108163,-0.297111,-2.245381,0.729232,-0.709818,-0.317050,1.181378,-0.850521,0.866297,-0.195472,0.563097,5.99,0
24978.2,-0.787177,1.320218,1.133019,-1.749624,-0.208916,0.511463,0.527023,1.040907,1.345045,0.196228,0.571888,0.751092,-0.486928,-1.801587,-0.308027,0.748490,1.066064,-1.320293,0.488359,0.930632,2.379039,0.907821,-0.399885,0.513570,0.710988,-2.629508,-0.846640,-0.692210,32.32,0
24979.3,0.150976,0.861977,0.801921,-0.741908,0.115307,0.613073,1.267405,0.418181,-1.566740,-0.171344,0.129208,0.547943,0.049279,0.372007,-1.425486,0.086278,0.461280,1.554262,0.259203,0.799485,-1.117063,0.118908,-0.326462,0.149254,0.372954,-2.456060,-0.529856,1.120862,20.80,0
25003.5,-0.563993,1.734923,0.549212,-1.892183,1.115827,-0.722823,1.366773,0.620561,0.949408,-0.886841,0.046433,0.236092,0.037679,1.162597,-0.877596,-0.056567,-0.459055,-0.080185,-0.198147,1.712474,-0.495658,-1.345702,-0.338202,-0.396224,-1.792645,-0.798667,0.385146,1.170810,12.26,0
25017.6,-0.362528,0.278196,-0.506063,-2.375788,-1.087686,1.438213,2.226129,0.622074,0.488029,-1.314013,0.870890,0.845257,0.382565,-1.309715,-0.344599,0.319024,-0.850960,0.881127,1.139842,0.199032,-0.107894,-1.068746,0.775276,0.785754,0.405716,0.020006,0.404394,0.952647,10.31,0
25040.5,0.448610,-0.458942,-0.747476,0.615625,0.269997,-0.265395,1.150798,0.798285,1.034953,-0.097933,0.784149,0.051827,-0.288438,0.496951,-1.049765,0.709017,1.664883,1.672805,1.688443,0.758458,-0.319437,1.041431,-0.043146,-0.024421,0.512529,0.552670,-0.471785,0.010103,39.00,0
25069.0,0.249022,-0.441167,0.768312,1.658156,0.235668,-0.630724,-0.420158,1.312624,0.115191,-1.418001,-0.713869,1.409159,0.649485,-0.188030,0.405721,-0.075652,1.563626,1.834864,-0.116372,-1.436507,-0.543258,2.863696,0.460628,1.772358,0.306818,-1.181026,-1.581586,1.371888,18.28,0
25071.5,-1.905134,-0.420043,-0.889011,1.226668,-0.263015,0.794003,-0.351889,-0.327952,2.101081,1.663934,0.494566,0.668495,-2.368115,0.882310,-1.040460,-0.549774,-0.017339,0.466727,-1.214133,1.508136,0.906732,0.122483,-0.386371,-1.022183,0.466396,-0.607409,0.361494,-0.318467,28.96,0
25092.4,-0.128673,1.017570,-0.238777,-0.602559,-0.254238,0.863371,0.670455,-0.288765,-0.948232,-0.842850,1.122814,0.058837,0.142464,0.159065,0.792611,-1.504610,0.952159,-1.306791,-1.773111,2.549044,-0.209275,1.220907,0.501898,0.177751,-1.077735,0.399649,-0.078036,0.074339,15.21,0
25107.2,-0.619292,0.206723,-0.269318,-1.824394,-0.022153,0.794785,0.392238,-0.329350,0.093797,-0.263022,-0.780879,0.308870,1.005565,1.275387,1.683000,0.082206,-0.162287,-0.060363,0.207033,0.777793,0.498354,1.530548,1.210069,0.912556,-0.600447,-0.071377,-1.513794,0.551862,13.01,0
25131.6,0.050535,0.686147,-0.099572,1.956501,0.608790,0.613058,-1.200813,-0.163782,1.868918,-0.403219,-0.970992,-1.348836,0.490380,-0.349650,1.556551,-1.163703,0.478296,-0.520674,2.475585,0.412296,0.967133,2.122302,-0.072803,1.000774,-0.574722,-0.311808,-1.156815,-0.130086,67.07,0
25158.1,-0.379383,-1.569081,0.403383,0.490010,1.316292,0.750874,-0.413561,-0.421957,-0.050127,-0.299774,-0.015796,-0.155953,0.863145,1.192810,-0.506057,2.545884,0.644883,-0.001062,-0.549298,-1.128345,-0.805294,-0.980806,-1.193231,1.224601,0.470322,1.841240,0.140707,-0.497884,4.92,0
25165.7,-0.928101,0.898491,-0.412492,-0.498141,0.822735,-0.860615,-0.271463,-2.232603,-1.015855,-0.910828,-1.527896,0.196613,-0.664553,1.387538,0.839624,-1.330035,0.662732,-0.506338,-0.350271,0.806730,-0.446310,-1.271153,-0.648925,0.008152,0.798896,-1.050771,0.403413,-0.420540,6.01,0
25182.2,1.899685,1.547300,-0.605053,0.439281,-0.542197,1.689853,0.504203,-1.262747,0.634590,0.445420,0.909554,0.775924,-0.499155,1.705046,-1.617142,0.455472,-0.341359,-0.695270,-0.342323,-0.171370,-0.684630,-1.334897,1.787204,-1.598866,-1.293345,0.622323,1.002274,-0.079152,7.26,0
25212.1,-0.918213,-1.117235,-0.198464,1.333808,0.933205,0.103386,0.070473,0.456929,-0.774448,-0.065852,-0.398139,0.447632,-0.648191,-0.281802,-0.443270,-0.768250,0.271518,-0.395208,-0.204482,-0.539946,-0.581034,-1.997733,0.760760,-1.106198,1.151920,-0.088314,1.261247,0.293140,147.01,0
25225.4,-1.158226,-0.497442,0.339113,1.690217,-0.136081,0.432349,-1.319892,1.210273,0.730301,-1.099352,-0.049608,-0.674969,-0.823236,-0.501520,0.703398,1.189505,0.506551,-1.342119,0.186127,1.117199,0.208460,0.885471,-0.340237,-0.481552,2.230011,0.688996,1.404842,0.819485,76.19,0
25241.1,-0.163434,1.862949,0.195158,-1.072558,1.887920,-0.155803,0.577951,-0.332837,0.361597,0.007380,0.386680,0.234160,-0.563508,-0.510428,0.947935,0.831925,1.040710,1.308792,-2.459323,0.029242,1.378113,0.781639,-0.334859,0.070579,0.543286,0.472353,-1.347374,-0.649478,1.45,0
